case_id,image_path,mask_path,split
242,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\242.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\242.nii.gz,train
243,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\243.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\243.nii.gz,train
244,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\244.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\244.nii.gz,train
245,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\245.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\245.nii.gz,train
246,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\246.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\246.nii.gz,train
247,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\247.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\247.nii.gz,train
248,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\248.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\248.nii.gz,train
249,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\249.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\249.nii.gz,train
25,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\25.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\25.nii.gz,test
250,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\250.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\250.nii.gz,train
251,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\251.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\251.nii.gz,train
252,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\252.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\252.nii.gz,train
253,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\253.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\253.nii.gz,train
254,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\254.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\254.nii.gz,train
255,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\255.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\255.nii.gz,test
256,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\256.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\256.nii.gz,train
257,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\257.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\257.nii.gz,train
258,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\258.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\258.nii.gz,train
259,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\259.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\259.nii.gz,train
26,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\26.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\26.nii.gz,train
260,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\260.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\260.nii.gz,train
261,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\261.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\261.nii.gz,train
262,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\262.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\262.nii.gz,train
263,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\263.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\263.nii.gz,train
264,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\264.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\264.nii.gz,test
265,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\265.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\265.nii.gz,train
266,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\266.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\266.nii.gz,train
267,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\267.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\267.nii.gz,train
268,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\268.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\268.nii.gz,train
269,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\269.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\269.nii.gz,train
27,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\27.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\27.nii.gz,train
270,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\270.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\270.nii.gz,train
271,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\271.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\271.nii.gz,train
272,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\272.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\272.nii.gz,train
273,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\273.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\273.nii.gz,train
274,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\274.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\274.nii.gz,train
275,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\275.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\275.nii.gz,train
276,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\276.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\276.nii.gz,train
277,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\277.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\277.nii.gz,test
278,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\278.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\278.nii.gz,test
279,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\279.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\279.nii.gz,train
28,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\28.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\28.nii.gz,train
280,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\280.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\280.nii.gz,train
281,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\281.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\281.nii.gz,train
282,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\282.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\282.nii.gz,train
283,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\283.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\283.nii.gz,train
284,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\284.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\284.nii.gz,train
285,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\285.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\285.nii.gz,train
286,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\286.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\286.nii.gz,test
287,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\287.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\287.nii.gz,test
288,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\288.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\288.nii.gz,test
289,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\289.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\289.nii.gz,train
29,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\29.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\29.nii.gz,train
290,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\290.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\290.nii.gz,test
291,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\291.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\291.nii.gz,train
292,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\292.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\292.nii.gz,test
293,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\293.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\293.nii.gz,train
294,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\294.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\294.nii.gz,train
295,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\295.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\295.nii.gz,test
296,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\296.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\296.nii.gz,train
297,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\297.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\297.nii.gz,train
298,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\298.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\298.nii.gz,test
299,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\299.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\299.nii.gz,train
3,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\3.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\3.nii.gz,train
30,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\30.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\30.nii.gz,train
300,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\300.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\300.nii.gz,train
301,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\301.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\301.nii.gz,train
302,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\302.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\302.nii.gz,train
303,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\303.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\303.nii.gz,train
304,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\304.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\304.nii.gz,train
305,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\305.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\305.nii.gz,train
306,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\306.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\306.nii.gz,train
307,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\307.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\307.nii.gz,train
308,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\308.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\308.nii.gz,train
309,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\309.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\309.nii.gz,train
31,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\31.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\31.nii.gz,test
310,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\310.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\310.nii.gz,train
311,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\311.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\311.nii.gz,test
312,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\312.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\312.nii.gz,train
313,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\313.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\313.nii.gz,train
314,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\314.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\314.nii.gz,train
315,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\315.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\315.nii.gz,train
316,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\316.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\316.nii.gz,train
317,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\317.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\317.nii.gz,train
318,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\318.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\318.nii.gz,test
319,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\319.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\319.nii.gz,train
32,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\32.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\32.nii.gz,train
320,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\320.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\320.nii.gz,test
321,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\321.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\321.nii.gz,train
322,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\322.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\322.nii.gz,train
323,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\323.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\323.nii.gz,train
324,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\324.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\324.nii.gz,train
325,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\325.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\325.nii.gz,train
326,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\326.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\326.nii.gz,train
327,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\327.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\327.nii.gz,test
328,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\328.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\328.nii.gz,train
329,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\329.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\329.nii.gz,test
33,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\33.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\33.nii.gz,train
330,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\330.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\330.nii.gz,train
331,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\331.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\331.nii.gz,test
332,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\332.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\332.nii.gz,test
333,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\333.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\333.nii.gz,test
334,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\334.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\334.nii.gz,train
335,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\335.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\335.nii.gz,train
336,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\336.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\336.nii.gz,train
337,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\337.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\337.nii.gz,test
338,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\338.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\338.nii.gz,train
339,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\339.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\339.nii.gz,train
34,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\34.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\34.nii.gz,train
340,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\340.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\340.nii.gz,train
341,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\341.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\341.nii.gz,train
342,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\342.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\342.nii.gz,train
343,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\343.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\343.nii.gz,train
344,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\344.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\344.nii.gz,train
345,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\345.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\345.nii.gz,train
346,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\346.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\346.nii.gz,test
347,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\347.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\347.nii.gz,train
348,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\348.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\348.nii.gz,test
349,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\349.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\349.nii.gz,train
35,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\35.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\35.nii.gz,train
350,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\350.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\350.nii.gz,test
351,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\351.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\351.nii.gz,test
352,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\352.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\352.nii.gz,train
353,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\353.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\353.nii.gz,train
354,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\354.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\354.nii.gz,train
355,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\355.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\355.nii.gz,train
356,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\356.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\356.nii.gz,train
357,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\357.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\357.nii.gz,train
358,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\358.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\358.nii.gz,train
359,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\359.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\359.nii.gz,test
36,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\36.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\36.nii.gz,train
360,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\360.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\360.nii.gz,train
361,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\361.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\361.nii.gz,test
362,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\362.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\362.nii.gz,train
363,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\363.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\363.nii.gz,test
364,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\364.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\364.nii.gz,train
365,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\365.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\365.nii.gz,test
366,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\366.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\366.nii.gz,train
367,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\367.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\367.nii.gz,test
368,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\368.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\368.nii.gz,test
369,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\369.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\369.nii.gz,train
37,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\37.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\37.nii.gz,train
370,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\370.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\370.nii.gz,train
371,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\371.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\371.nii.gz,train
372,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\372.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\372.nii.gz,train
373,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\373.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\373.nii.gz,train
374,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\374.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\374.nii.gz,train
375,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\375.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\375.nii.gz,test
376,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\376.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\376.nii.gz,train
377,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\377.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\377.nii.gz,test
378,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\378.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\378.nii.gz,test
379,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\379.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\379.nii.gz,train
38,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\38.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\38.nii.gz,test
380,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\380.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\380.nii.gz,train
381,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\381.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\381.nii.gz,test
382,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\382.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\382.nii.gz,train
383,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\383.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\383.nii.gz,train
384,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\images\384.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\train\masks\384.nii.gz,train
385,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\385.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\385.nii.gz,test
386,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\images\386.nii.gz,C:\Users\edimv\Desktop\imagecas_stenosis_project\data\test\masks\386.nii.gz,test
